Hours_Studied,Attendance,Sleep_Hours,Previous_Score,Result
2.89,84.57,5.86,38.43,Fail
5.81,78.73,8.01,77.53,Pass
1.54,52.72,9.28,42.42,Fail
4.81,78.04,4.63,61.05,Fail
5.33,82.4,6.9,32.45,Fail
0.52,82.08,5.66,75.86,Fail
3.37,86.42,9.93,50.99,Pass
1.34,76.0,8.68,42.65,Fail
0.63,95.0,4.71,79.13,Fail
9.9,73.21,6.21,62.63,Pass
3.22,75.91,4.67,78.53,Fail
8.1,89.02,8.72,61.51,Pass
2.55,91.66,6.92,41.38,Fail
6.82,82.42,7.88,71.19,Pass
7.6,56.32,7.45,92.1,Pass
5.96,66.6,5.1,85.4,Pass
4.72,51.01,4.08,58.58,Fail
4.12,64.77,9.22,89.04,Pass
3.49,78.51,4.55,32.37,Fail
9.3,90.26,8.75,83.74,Pass
8.31,79.28,5.15,78.87,Pass
9.65,51.99,9.12,80.65,Pass
1.24,62.96,7.56,39.66,Fail
7.31,78.9,6.4,30.59,Pass
9.38,85.45,7.95,52.01,Pass
1.81,93.32,5.64,51.6,Fail
0.66,98.38,6.51,71.43,Fail
7.41,94.59,8.94,53.02,Pass
5.74,73.37,4.05,42.26,Fail
8.42,87.35,5.4,96.82,Pass
1.4,62.03,8.45,75.91,Fail
7.95,53.19,8.32,52.81,Pass
2.02,52.75,4.98,70.73,Fail
1.64,62.07,9.9,68.63,Fail
1.64,51.88,8.06,86.21,Fail
8.15,92.51,6.23,82.34,Pass
6.65,74.5,6.11,44.82,Pass
5.23,90.55,7.14,64.52,Pass
3.59,96.99,4.22,55.13,Fail
8.77,99.7,8.29,43.94,Pass
3.92,96.86,4.41,87.72,Pass
8.17,85.83,7.92,33.03,Pass
4.39,72.1,8.81,46.13,Fail
3.77,79.9,9.43,89.09,Pass
4.63,90.82,4.89,79.51,Pass
3.01,94.88,8.47,60.42,Pass
7.48,97.82,9.9,46.57,Pass
5.03,86.53,4.41,53.66,Fail
2.32,77.0,4.17,80.47,Fail
9.0,98.42,5.27,79.96,Pass
3.84,97.93,5.23,52.67,Fail
5.44,73.88,5.92,86.34,Pass
9.06,82.43,9.54,82.14,Pass
6.24,90.46,8.1,58.53,Pass
1.17,71.65,4.06,82.62,Fail
9.4,91.47,6.97,36.26,Pass
6.28,55.57,9.25,57.85,Pass
3.35,74.06,7.21,80.84,Fail
1.39,74.13,5.17,52.7,Fail
7.94,84.23,9.72,36.69,Pass
6.2,55.82,5.84,41.44,Fail
5.33,55.16,6.1,71.8,Fail
8.94,95.03,6.14,99.52,Pass
7.89,65.19,6.37,95.26,Pass
1.52,66.35,8.25,56.69,Fail
3.12,88.84,5.89,43.29,Fail
2.48,70.75,6.79,80.96,Fail
7.44,91.65,5.58,89.97,Pass
0.34,70.07,7.05,91.67,Fail
5.7,88.03,9.68,48.14,Pass
7.62,76.27,5.74,66.37,Pass
8.77,96.79,8.9,40.36,Pass
3.42,66.37,5.31,30.16,Fail
8.21,68.13,4.87,39.0,Pass
1.11,98.5,4.55,87.59,Fail
8.46,86.88,9.88,64.73,Pass
1.27,88.63,7.42,48.01,Fail
3.97,64.8,7.09,99.5,Pass
7.97,76.6,4.04,52.81,Pass
1.5,65.68,6.91,67.32,Fail
2.29,62.99,7.98,71.61,Fail
7.22,76.76,6.46,43.33,Pass
7.2,99.39,4.77,43.44,Pass
6.41,60.73,5.61,96.92,Pass
6.94,62.13,8.28,64.6,Pass
5.43,62.16,6.85,51.35,Fail
2.52,89.59,6.88,40.56,Fail
3.46,75.52,4.23,32.82,Fail
1.82,69.24,7.18,95.93,Fail
9.08,92.19,6.55,46.33,Pass
5.83,64.87,9.28,62.24,Pass
4.01,69.61,6.29,32.56,Fail
4.62,53.68,7.66,85.68,Pass
9.47,55.95,9.62,49.78,Pass
1.53,56.84,7.4,97.0,Fail
5.86,67.35,4.18,87.15,Pass
5.06,76.2,4.61,89.44,Pass
6.11,50.04,9.8,44.37,Pass
0.18,59.5,7.31,43.38,Fail
8.72,58.78,5.14,72.74,Pass
9.32,62.67,7.41,38.49,Pass
5.65,58.3,9.74,97.22,Pass
6.97,59.76,4.27,36.69,Fail
9.22,99.19,7.16,79.09,Pass
7.07,79.74,4.82,41.47,Pass
1.53,88.13,6.68,73.49,Fail
5.76,90.97,7.93,90.67,Pass
6.07,83.38,6.75,44.45,Pass
4.24,85.2,9.78,38.96,Pass
7.36,81.61,7.51,74.19,Pass
9.34,82.47,9.78,36.78,Pass
9.26,96.42,5.89,90.8,Pass
4.51,59.29,4.13,92.03,Fail
1.13,63.74,4.93,83.75,Fail
9.85,54.66,4.43,56.99,Pass
8.39,91.87,8.43,58.27,Pass
1.25,72.44,5.14,44.88,Fail
9.21,95.36,8.54,75.23,Pass
8.7,70.58,7.23,35.29,Pass
5.19,72.13,5.3,82.89,Pass
5.91,72.42,7.68,43.84,Pass
3.99,80.62,4.07,93.81,Fail
0.55,88.31,6.01,81.84,Fail
3.35,67.56,8.71,59.37,Fail
8.03,81.51,8.5,50.91,Pass
0.05,60.2,8.74,47.25,Fail
3.33,77.7,7.53,78.35,Fail
3.98,77.33,7.44,92.64,Pass
5.37,94.44,6.44,96.14,Pass
9.2,94.79,9.69,97.71,Pass
3.46,74.36,9.7,95.77,Pass
3.47,51.23,4.05,79.86,Fail
7.38,92.23,9.77,43.62,Pass
4.52,50.03,9.22,53.43,Fail
2.25,73.91,7.64,56.91,Fail
4.52,50.99,5.95,76.12,Fail
1.41,67.63,6.52,61.07,Fail
1.76,81.84,9.09,54.29,Fail
4.98,68.56,4.89,55.02,Fail
4.19,96.34,7.72,69.0,Pass
9.15,82.04,5.39,82.44,Pass
3.62,82.32,6.27,48.78,Fail
5.81,68.72,4.03,68.31,Fail
6.32,51.93,9.82,41.9,Pass
0.13,86.91,4.65,99.91,Fail
6.64,85.81,8.58,67.08,Pass
1.78,76.51,7.37,45.81,Fail
9.61,70.81,8.97,74.39,Pass
1.49,76.92,7.09,49.21,Fail
4.15,87.34,9.91,77.01,Pass
0.85,85.64,7.64,46.08,Fail
9.97,82.91,7.7,39.18,Pass
5.02,95.19,9.52,47.6,Pass
5.95,80.49,5.55,69.66,Pass
0.67,50.73,6.18,61.94,Fail
7.5,80.9,7.99,82.56,Pass
2.1,80.63,4.85,47.75,Fail
8.98,53.48,8.86,76.08,Pass
2.05,71.39,7.55,56.17,Fail
1.91,82.55,8.53,62.93,Fail
0.37,85.23,9.94,94.21,Fail
4.72,94.65,9.86,85.59,Pass
5.65,92.07,6.69,47.49,Pass
0.66,55.83,5.69,79.31,Fail
7.76,80.44,7.81,38.55,Pass
4.53,79.82,8.27,99.84,Pass
5.24,65.19,5.77,92.25,Pass
4.41,59.21,5.69,89.32,Fail
4.01,59.98,5.29,74.8,Fail
5.6,58.88,9.46,43.95,Pass
1.55,90.31,4.61,64.79,Fail
1.82,57.42,5.48,62.03,Fail
8.62,63.22,7.75,58.96,Pass
9.46,60.89,6.81,75.69,Pass
3.73,85.64,4.72,81.7,Fail
2.71,57.92,5.74,49.0,Fail
6.44,51.2,6.45,76.35,Pass
4.09,68.71,9.75,55.51,Pass
0.25,65.25,6.37,31.21,Fail
1.56,69.89,4.69,41.05,Fail
7.16,87.69,9.83,75.43,Pass
6.59,50.62,6.6,86.93,Pass
0.27,51.89,4.84,34.34,Fail
2.22,62.78,7.67,40.97,Fail
2.31,94.46,8.85,62.21,Fail
6.72,58.45,8.26,37.5,Pass
0.2,99.85,5.87,75.51,Fail
1.04,90.28,5.43,32.37,Fail
8.0,72.81,9.3,37.5,Pass
1.79,87.39,5.16,81.05,Fail
6.53,75.94,8.54,87.9,Pass
2.38,78.3,4.14,47.96,Fail
0.99,79.04,6.52,62.09,Fail
2.43,82.44,9.91,70.54,Pass
7.22,53.04,7.8,31.56,Pass
8.56,80.82,5.86,79.63,Pass
8.3,85.85,8.2,34.18,Pass
3.97,65.54,6.12,42.67,Fail
6.68,98.93,9.63,81.32,Pass
2.05,57.22,5.41,88.17,Fail
2.93,95.52,5.92,79.77,Fail
8.96,83.82,8.13,94.14,Pass
0.13,83.22,8.77,99.09,Fail
0.86,93.8,7.46,86.85,Fail
2.08,91.59,5.74,73.22,Fail
0.27,67.27,7.44,33.77,Fail
1.81,85.27,5.31,93.01,Fail
5.83,52.53,4.34,50.12,Fail
4.21,73.2,9.52,57.37,Pass
8.93,96.89,6.89,66.45,Pass
8.17,63.7,6.88,91.86,Pass
3.42,52.5,8.47,86.24,Fail
2.59,79.15,7.36,65.24,Fail
3.8,67.75,6.73,91.51,Pass
5.9,68.98,8.77,89.65,Pass
2.68,79.12,6.85,54.13,Fail
6.24,81.08,9.48,49.71,Pass
4.09,71.87,5.84,57.53,Fail
5.52,75.38,4.2,83.71,Pass
4.36,99.66,4.9,73.94,Pass
2.94,97.86,8.92,38.39,Fail
9.48,85.37,9.56,52.34,Pass
7.64,58.07,4.45,91.38,Pass
1.4,68.0,9.45,95.25,Fail
8.68,94.15,9.66,39.46,Pass
4.87,71.18,8.53,98.21,Pass
8.95,97.77,8.57,73.9,Pass
8.0,74.42,4.01,85.96,Pass
4.25,93.09,5.34,87.95,Pass
0.22,51.77,5.29,40.17,Fail
2.69,71.71,7.49,73.45,Fail
5.42,85.01,7.94,39.69,Pass
6.33,93.18,9.41,60.62,Pass
2.58,80.48,6.93,54.95,Fail
1.39,58.66,7.01,89.25,Fail
8.35,94.29,4.33,40.39,Pass
9.84,78.74,9.98,89.6,Pass
5.26,55.4,9.67,54.93,Pass
1.72,73.19,4.43,34.26,Fail
2.72,84.95,7.35,76.51,Fail
0.18,72.55,6.09,99.68,Fail
9.14,93.54,6.57,92.23,Pass
1.18,71.18,7.91,94.69,Fail
5.77,79.17,6.52,55.33,Pass
2.74,60.56,6.97,44.32,Fail
5.54,75.63,5.64,90.59,Pass
6.51,61.14,4.49,32.19,Fail
8.3,61.26,8.53,96.37,Pass
2.06,64.0,6.27,56.07,Fail
0.11,52.21,9.32,78.96,Fail
1.37,58.17,9.67,56.85,Fail
9.0,71.22,4.53,73.57,Pass
8.74,56.55,8.11,53.35,Pass
5.97,56.67,8.92,52.2,Pass
6.01,98.4,7.88,55.14,Pass
6.65,71.35,5.97,85.21,Pass
1.75,70.19,5.71,44.35,Fail
9.14,63.39,6.77,60.61,Pass
4.19,75.62,5.55,51.27,Fail
3.83,79.8,9.37,35.79,Fail
5.19,70.91,4.29,80.89,Fail
0.47,69.69,4.68,91.77,Fail
1.66,85.02,7.64,47.19,Fail
7.38,97.49,7.95,56.24,Pass
0.83,93.89,8.42,91.92,Fail
6.03,55.93,5.65,92.02,Pass
2.45,82.62,5.77,80.09,Fail
3.89,50.35,6.48,62.88,Fail
2.89,81.65,5.41,40.83,Fail
3.56,73.22,6.26,71.75,Fail
7.19,74.56,8.18,56.89,Pass
2.97,79.4,6.99,52.36,Fail
5.66,87.13,9.8,87.99,Pass
4.76,86.47,7.48,59.15,Pass
6.64,52.22,5.97,65.62,Pass
9.37,86.82,5.09,59.13,Pass
7.33,91.49,5.32,79.26,Pass
2.15,53.41,4.1,45.06,Fail
0.31,66.15,6.65,76.1,Fail
2.62,89.6,9.76,66.21,Pass
5.95,74.66,8.66,83.44,Pass
0.51,84.74,5.8,66.51,Fail
4.96,75.12,8.79,55.65,Pass
5.97,98.91,9.59,38.04,Pass
3.34,96.81,8.04,66.05,Pass
7.71,64.06,7.07,51.83,Pass
1.07,69.29,4.82,92.93,Fail
0.75,71.57,4.48,47.4,Fail
7.28,55.21,5.31,85.89,Pass
4.95,70.2,7.98,62.54,Pass
6.88,88.74,4.93,30.9,Pass
4.35,92.34,7.2,48.73,Pass
2.46,94.31,6.62,94.17,Pass
8.19,50.73,7.77,51.62,Pass
7.99,89.44,4.31,71.1,Pass
6.95,75.13,9.88,70.63,Pass
2.72,60.31,8.14,76.18,Fail
5.9,74.94,8.33,96.54,Pass
3.61,92.21,4.1,81.78,Fail
0.92,71.71,4.48,69.28,Fail
9.17,99.52,8.13,93.92,Pass
1.37,80.83,4.66,84.21,Fail
9.5,74.49,9.37,47.8,Pass
4.46,64.74,7.73,46.51,Fail
1.85,50.55,4.43,89.49,Fail
5.42,80.53,7.68,38.63,Pass
8.73,78.87,8.82,42.76,Pass
7.32,75.84,8.81,79.09,Pass
8.07,76.89,6.41,42.85,Pass
6.59,92.18,6.76,90.03,Pass
6.92,65.84,8.42,43.87,Pass
8.49,77.51,9.24,49.05,Pass
2.5,84.0,8.76,66.67,Fail
4.89,60.49,7.58,72.42,Pass
2.21,96.24,8.35,69.04,Fail
9.88,86.86,7.91,62.78,Pass
9.44,52.66,7.46,35.05,Pass
0.39,93.26,9.52,71.19,Fail
7.06,96.49,7.89,83.02,Pass
9.25,89.68,6.29,62.75,Pass
1.81,71.31,9.85,50.07,Fail
5.68,99.72,9.7,39.51,Pass
9.15,56.22,8.68,52.91,Pass
0.34,76.83,4.2,94.54,Fail
6.97,58.52,8.37,55.81,Pass
2.97,71.97,4.18,81.47,Fail
9.24,96.37,4.44,50.74,Pass
9.71,89.71,6.12,38.52,Pass
9.44,89.1,5.9,91.42,Pass
4.74,67.69,7.38,44.63,Fail
8.62,96.71,5.46,35.65,Pass
8.45,68.41,5.2,56.87,Pass
3.19,52.0,8.0,89.64,Fail
8.29,81.89,6.66,36.72,Pass
0.37,68.13,4.32,41.28,Fail
5.96,57.69,6.65,80.21,Pass
2.3,96.73,8.55,54.33,Fail
1.21,81.86,4.4,69.67,Fail
0.77,97.03,9.49,56.01,Fail
6.96,79.15,6.86,98.24,Pass
3.4,53.19,7.07,90.26,Fail
7.25,51.5,5.8,84.07,Pass
0.65,95.03,7.88,76.82,Fail
3.15,51.94,4.13,65.19,Fail
5.39,80.76,8.43,58.44,Pass
7.91,64.9,4.59,30.42,Fail
3.19,84.38,6.67,77.78,Fail
6.26,64.24,4.88,69.48,Pass
8.86,51.86,5.02,36.86,Pass
6.16,86.54,6.79,78.62,Pass
2.33,65.55,4.39,67.04,Fail
0.24,77.54,4.9,53.6,Fail
8.7,88.69,7.26,46.03,Pass
0.21,85.14,8.18,74.69,Fail
8.75,67.43,6.16,43.6,Pass
5.29,87.39,9.2,65.64,Pass
9.39,96.28,4.97,81.54,Pass
7.99,80.5,7.36,85.44,Pass
9.98,85.18,4.54,59.51,Pass
3.51,93.3,5.0,58.13,Fail
7.67,92.18,9.45,67.08,Pass
4.02,67.58,9.96,53.4,Pass
4.8,99.59,9.98,90.59,Pass
6.28,51.43,8.8,76.19,Pass
8.74,99.34,5.2,55.59,Pass
9.84,62.3,5.72,42.25,Pass
7.68,72.02,4.53,98.4,Pass
4.18,94.18,4.32,97.31,Pass
4.21,62.22,8.4,46.28,Fail
7.38,61.24,7.24,49.32,Pass
2.39,82.16,7.96,50.05,Fail
1.1,85.27,7.48,54.07,Fail
3.55,50.37,4.07,52.07,Fail
2.87,72.52,5.92,30.8,Fail
2.96,74.46,8.15,84.17,Fail
2.34,63.59,9.17,70.07,Fail
0.42,77.31,4.93,35.63,Fail
0.18,57.73,4.71,98.06,Fail
9.88,66.18,9.75,53.41,Pass
4.28,85.66,9.8,90.09,Pass
3.84,93.69,8.5,95.81,Pass
6.8,79.47,4.36,31.12,Fail
2.18,53.74,7.78,97.35,Fail
9.5,83.94,4.77,56.05,Pass
7.86,94.88,9.07,37.01,Pass
0.89,75.22,5.82,69.68,Fail
4.18,74.68,6.85,32.77,Fail
8.79,99.57,5.12,51.18,Pass
9.45,81.81,8.35,88.45,Pass
4.67,90.3,7.01,85.48,Pass
6.13,82.32,8.24,98.01,Pass
1.67,61.05,5.92,32.04,Fail
9.91,64.2,6.26,68.62,Pass
2.32,83.29,9.38,37.3,Fail
9.43,72.8,5.53,93.68,Pass
6.5,70.22,9.42,32.62,Pass
6.08,51.12,4.45,94.59,Pass
5.13,94.22,4.95,51.12,Fail
2.31,94.22,7.98,76.73,Fail
1.77,73.05,9.97,61.0,Fail
2.2,85.04,9.6,72.49,Fail
1.86,58.89,7.05,59.24,Fail
7.8,75.19,7.17,80.07,Pass
3.5,71.94,7.44,42.33,Fail
0.58,82.83,8.75,52.09,Fail
9.69,73.48,7.3,46.42,Pass
8.84,74.92,4.71,51.63,Pass
9.28,64.79,9.03,41.86,Pass
9.95,52.42,9.31,72.94,Pass
1.74,95.85,9.51,61.51,Fail
3.96,50.61,6.52,57.9,Fail
7.58,64.07,5.33,90.32,Pass
6.96,72.38,4.72,71.97,Pass
1.54,65.95,7.15,68.06,Fail
8.16,77.6,5.66,77.23,Pass
2.24,73.08,6.56,73.51,Fail
2.24,62.77,4.59,75.53,Fail
5.37,54.4,5.2,74.1,Fail
5.93,56.88,6.63,49.8,Fail
5.8,74.32,5.07,79.52,Pass
0.91,92.3,5.35,65.72,Fail
8.77,55.03,4.12,84.39,Pass
2.66,83.86,4.44,53.4,Fail
1.3,89.6,4.7,66.8,Fail
8.89,63.84,7.94,82.43,Pass
9.56,83.41,4.9,54.24,Pass
8.62,84.33,9.28,79.6,Pass
8.1,85.39,8.71,83.08,Pass
6.55,94.54,8.9,68.39,Pass
5.51,69.93,6.11,44.7,Fail
0.87,62.18,4.35,95.56,Fail
4.08,77.19,4.46,62.94,Fail
3.73,53.13,8.14,90.38,Fail
2.6,66.7,9.54,93.55,Pass
7.23,94.16,5.05,35.34,Pass
4.96,76.6,9.19,59.79,Pass
0.81,71.83,7.92,58.89,Fail
2.2,63.28,8.06,63.5,Fail
6.83,62.52,8.19,43.46,Pass
0.76,61.83,4.37,95.53,Fail
8.51,91.46,7.62,40.52,Pass
4.95,99.25,6.9,38.31,Pass
4.81,76.74,9.02,47.76,Pass
5.92,53.99,6.57,35.57,Fail
8.25,87.55,7.06,58.13,Pass
3.48,93.85,7.48,45.96,Fail
6.78,96.56,7.52,63.48,Pass
5.66,81.44,6.4,69.91,Pass
2.67,75.34,5.0,65.96,Fail
8.79,81.03,5.51,92.04,Pass
7.97,50.65,6.47,92.5,Pass
6.58,82.77,7.72,71.6,Pass
8.51,85.48,6.73,66.94,Pass
8.67,86.1,8.75,57.12,Pass
7.08,78.15,7.45,78.37,Pass
8.37,85.0,6.06,45.02,Pass
6.97,81.94,6.98,48.82,Pass
6.8,55.78,6.16,68.59,Pass
6.19,94.92,4.18,72.27,Pass
7.53,81.14,5.69,80.26,Pass
1.59,86.39,6.71,97.19,Fail
8.81,67.14,5.53,33.42,Pass
8.72,95.96,8.32,74.64,Pass
0.29,75.13,9.17,65.57,Fail
8.26,83.95,5.78,57.43,Pass
1.29,97.61,4.15,36.37,Fail
3.35,95.8,9.25,78.87,Pass
7.44,82.24,7.46,81.48,Pass
1.61,58.29,4.03,41.43,Fail
8.18,97.53,7.0,78.74,Pass
8.32,99.21,4.58,32.52,Pass
5.07,55.17,8.04,40.84,Fail
0.06,72.51,7.2,44.23,Fail
2.87,77.41,9.48,97.61,Pass
6.17,54.6,6.37,68.84,Pass
9.81,59.48,9.54,65.47,Pass
6.32,76.89,9.02,98.69,Pass
2.6,98.15,8.51,41.14,Fail
6.34,51.39,6.63,98.16,Pass
5.4,95.62,6.49,46.38,Pass
7.8,94.93,6.37,76.41,Pass
1.07,92.86,4.31,83.48,Fail
7.61,68.88,7.64,30.69,Pass
5.41,74.54,8.79,81.34,Pass
9.63,70.18,8.46,65.46,Pass
3.42,97.38,7.5,66.36,Pass
6.33,76.07,6.14,52.11,Pass
9.32,54.03,8.17,93.44,Pass
1.03,63.7,7.17,43.38,Fail
9.37,73.1,9.04,56.54,Pass
6.88,97.68,5.64,32.97,Pass
0.68,78.45,4.61,60.98,Fail
3.01,84.8,4.02,94.15,Fail
7.08,54.43,8.46,47.03,Pass
0.67,93.87,7.6,84.99,Fail
5.82,76.95,4.36,32.66,Fail
3.46,96.06,9.04,87.38,Pass
6.21,72.27,6.86,51.91,Pass
0.46,84.15,6.77,34.36,Fail
8.72,73.54,8.11,53.31,Pass
9.73,57.13,7.81,69.28,Pass
9.69,63.6,5.43,95.06,Pass
7.5,53.36,7.87,53.01,Pass
1.3,72.01,9.15,56.19,Fail
7.58,82.47,6.35,78.62,Pass
0.25,62.19,5.74,31.38,Fail
0.22,74.52,4.36,79.31,Fail
3.24,72.95,7.63,32.69,Fail
4.89,76.67,8.53,96.16,Pass
7.7,59.23,9.81,99.58,Pass
6.83,76.7,7.67,82.15,Pass
4.46,68.21,6.69,60.75,Fail
2.74,64.3,9.61,42.58,Fail
9.97,79.3,5.07,33.04,Pass
4.26,57.4,8.25,88.01,Pass
4.51,95.03,5.96,84.1,Pass
1.64,96.74,9.17,94.29,Pass
7.95,83.03,8.47,48.66,Pass
6.94,65.16,6.0,59.16,Pass
2.21,81.3,8.65,93.76,Pass
0.82,80.08,9.34,55.85,Fail
6.8,69.56,5.51,49.07,Pass
6.55,64.36,7.43,70.92,Pass
2.73,58.42,6.52,63.11,Fail
9.51,60.87,9.56,44.37,Pass
1.51,82.65,9.83,91.58,Pass
4.32,94.29,4.62,74.7,Pass
9.44,69.25,7.29,48.84,Pass
4.2,56.09,7.19,74.33,Fail
6.39,50.64,9.21,96.65,Pass
3.98,70.3,8.67,42.73,Fail
2.74,61.63,5.72,73.94,Fail
9.84,66.13,7.13,99.89,Pass
4.09,62.08,6.27,64.48,Fail
8.94,83.21,6.12,83.62,Pass
2.3,81.93,8.39,79.54,Fail
2.13,95.62,7.6,64.56,Fail
0.31,84.99,5.19,59.69,Fail
6.52,58.25,7.72,77.4,Pass
3.69,87.58,6.78,71.58,Pass
8.64,59.06,6.05,63.52,Pass
4.73,77.93,4.4,38.41,Fail
9.68,53.85,9.57,84.37,Pass
1.86,52.37,9.17,85.97,Fail
8.69,73.21,5.82,53.24,Pass
7.77,55.25,7.34,51.86,Pass
7.71,65.33,9.19,62.77,Pass
8.45,66.94,7.12,54.55,Pass
7.61,88.47,4.85,84.3,Pass
6.26,66.63,6.85,97.02,Pass
1.31,74.72,5.88,36.54,Fail
0.33,88.63,6.75,39.8,Fail
9.21,60.24,9.09,56.3,Pass
6.17,90.24,6.45,61.61,Pass
7.97,91.59,8.8,47.82,Pass
4.82,99.44,5.4,92.9,Pass
1.17,72.2,7.56,81.66,Fail
1.25,68.53,6.56,91.25,Fail
6.86,85.1,9.84,54.56,Pass
4.3,52.91,4.0,91.89,Fail
2.01,51.99,6.18,94.15,Fail
4.92,66.75,8.88,94.19,Pass
0.64,86.48,6.35,30.34,Fail
5.82,55.82,5.31,63.14,Fail
2.69,81.78,9.12,79.72,Pass
7.98,63.48,7.55,84.6,Pass
3.1,82.58,7.34,45.33,Fail
4.55,72.85,6.4,72.12,Fail
0.12,55.76,4.95,62.19,Fail
0.72,62.36,7.45,76.89,Fail
3.92,60.99,7.03,81.74,Fail
4.8,58.23,6.41,62.03,Fail
6.0,73.42,4.46,32.34,Fail
2.92,97.73,7.91,73.41,Pass
6.95,82.9,7.79,99.64,Pass
8.6,91.8,7.35,86.01,Pass
7.8,99.05,4.79,45.71,Pass
0.4,77.03,5.82,78.84,Fail
4.81,61.9,6.82,59.07,Fail
1.05,96.39,8.41,51.29,Fail
2.42,84.95,5.34,59.06,Fail
9.87,97.95,8.81,76.93,Pass
1.42,82.55,5.91,79.62,Fail
4.99,88.76,7.99,34.69,Pass
6.18,94.53,9.62,81.84,Pass
7.02,87.96,8.29,91.26,Pass
5.6,78.13,4.42,78.38,Pass
0.1,73.6,6.26,57.21,Fail
3.26,91.17,7.47,89.55,Pass
5.18,88.6,8.04,62.64,Pass
0.88,68.32,6.07,73.76,Fail
3.51,74.92,6.57,42.84,Fail
0.33,81.75,6.26,31.11,Fail
0.79,51.42,8.19,74.24,Fail
3.97,62.38,9.48,42.85,Fail
1.33,62.51,8.67,33.59,Fail
5.68,94.16,5.58,43.16,Pass
6.89,66.57,7.24,81.72,Pass
8.01,77.26,6.87,48.41,Pass
2.0,91.58,4.09,73.51,Fail
1.67,62.98,9.63,78.47,Fail
1.05,56.19,6.8,45.41,Fail
6.36,97.42,9.66,72.8,Pass
7.06,85.23,7.99,48.9,Pass
0.32,58.85,8.25,78.07,Fail
9.36,90.99,6.56,46.45,Pass
0.52,89.36,9.15,62.32,Fail
5.41,91.88,5.11,49.56,Pass
7.09,63.81,9.75,99.6,Pass
8.71,72.43,7.7,76.24,Pass
7.14,84.68,5.99,37.85,Pass
8.02,69.53,8.44,96.45,Pass
3.39,53.5,8.47,78.0,Fail
8.15,56.82,8.65,68.64,Pass
0.8,79.86,5.76,52.95,Fail
8.95,68.76,4.15,59.79,Pass
5.48,50.27,9.34,75.81,Pass
8.17,88.34,8.79,44.85,Pass
4.52,70.84,6.41,61.07,Fail
6.44,65.69,5.0,76.45,Pass
5.26,85.68,6.81,67.55,Pass
7.32,72.76,5.83,92.67,Pass
0.82,84.74,5.16,49.99,Fail
0.6,50.66,6.92,94.21,Fail
2.47,50.47,8.98,78.25,Fail
1.6,78.0,7.49,53.94,Fail
8.72,99.11,6.92,40.26,Pass
2.19,63.62,9.96,50.65,Fail
9.76,84.14,8.56,45.88,Pass
3.37,58.61,4.79,93.75,Fail
1.82,65.58,6.5,65.6,Fail
7.9,53.9,6.79,77.18,Pass
6.59,94.04,7.66,34.72,Pass
4.98,65.52,8.09,96.36,Pass
5.55,61.52,5.95,91.99,Pass
7.19,86.53,6.2,65.18,Pass
2.28,59.97,4.62,96.41,Fail
9.96,62.01,4.54,66.91,Pass
9.75,55.18,8.55,90.04,Pass
6.5,98.14,9.56,73.97,Pass
2.0,62.38,5.18,51.24,Fail
6.8,99.78,9.54,81.88,Pass
0.72,58.81,6.06,51.46,Fail
0.31,51.03,9.28,52.24,Fail
2.58,94.78,4.16,84.09,Fail
4.63,79.0,4.54,70.04,Fail
8.68,67.57,6.61,69.91,Pass
7.27,75.67,9.09,60.34,Pass
7.43,63.04,6.7,48.91,Pass
4.25,81.74,9.04,77.07,Pass
3.46,80.82,6.04,99.06,Pass
3.71,54.01,4.79,41.56,Fail
9.88,95.53,9.55,39.48,Pass
0.4,73.03,4.46,54.99,Fail
8.67,59.76,8.24,75.77,Pass
5.79,65.37,9.3,82.83,Pass
4.39,93.31,4.72,63.05,Fail
7.25,69.16,7.11,31.03,Pass
4.87,78.1,4.32,55.85,Fail
8.73,97.38,6.75,92.91,Pass
9.01,82.59,8.72,60.95,Pass
4.22,83.79,5.82,35.79,Fail
2.77,62.43,5.4,40.04,Fail
5.92,83.41,5.51,72.32,Pass
9.12,69.69,8.75,59.03,Pass
2.11,95.55,9.84,31.35,Fail
6.23,56.48,5.37,88.45,Pass
6.32,64.28,4.41,65.35,Pass
7.33,53.3,4.76,84.94,Pass
1.32,69.05,7.77,88.04,Fail
7.16,57.42,8.06,41.77,Pass
9.09,92.26,6.7,91.92,Pass
1.8,96.25,4.48,55.19,Fail
2.38,83.47,9.57,42.86,Fail
9.71,55.17,9.58,56.41,Pass
1.81,67.08,6.36,98.23,Fail
8.54,98.22,8.93,94.0,Pass
4.92,56.82,9.39,96.54,Pass
2.47,77.82,7.05,30.23,Fail
8.71,67.65,7.61,46.2,Pass
4.45,99.96,8.4,80.88,Pass
5.15,64.27,9.35,85.74,Pass
3.59,52.39,4.53,66.4,Fail
5.93,85.11,4.32,53.14,Pass
1.64,66.34,8.05,53.95,Fail
3.91,82.88,4.29,67.58,Fail
9.69,55.23,4.63,30.22,Pass
2.58,76.15,6.53,78.37,Fail
6.57,68.76,5.09,70.05,Pass
3.25,76.84,9.39,65.64,Pass
7.73,92.67,5.99,43.9,Pass
1.31,98.64,7.47,42.28,Fail
9.7,87.66,4.06,37.28,Pass
4.54,88.34,7.08,93.93,Pass
2.36,76.45,8.86,90.83,Pass
0.73,54.87,9.81,70.6,Fail
1.7,83.35,8.07,49.06,Fail
5.2,57.39,5.22,83.05,Fail
